SGI,Rec No.,Gain,No. Avgs,No. Arts,Time,Chan,Sub. ID,Sub. Ref-1,Sub. Ref-2,Sub. Memo,,Level(dB),Duration(ms),Phase(),Atten-A(dB),..........(),..........(),..........(),..........(),..........(),..........(),,T1(ms),V1(nv),T2(ms),V2(nv),T3(ms),V3(nv),T4(ms),V4(nv),T5(ms),V5(nv),T6(ms),V6(nv),T7(ms),V7(nv),T8(ms),V8(nv),T9(ms),V9(nv),T10(ms),V10(nv),,Samp. Per.,No. Samps.,O.S. Time,Data(nv)...
,,,,,,,EPavg_p004,,,,,30+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,-0.1787985855,-0.09366875754,0.006879032983,-0.1631263362,-0.3018271552,-0.09282744196,-0.07477710777,-0.3396227519,-0.5931294547,-0.5238924026,-0.4316754977,-0.5459656186,-0.4646996498,-0.3413028744,-0.233833766,-0.1334871213,-0.07049553129,-0.01524719132,-0.1341742251,-0.1408139944,-0.0253323608,0.2347914669,0.5136615541,0.3460902956,-0.03481843736,-0.1531349341,-0.360237609,-0.801214642,-0.9413852692,-0.4933305105,-0.08606831233,-0.379022895,-1.285269886,-1.632480113,-1.041386244,-0.6545827654,-0.5290149053,0.1651763545,1.3418794,2.356586032,2.469231754,1.387353007,-0.1518064446,-1.01803733,-1.212627029,-0.9777511597,-0.5774921841,-0.3367473099,-0.4343050003,-0.7690683153,-0.9818421682,-1.048602888,-1.03077346,-0.7233553992,-0.5038741854,-0.3079841296,-0.08292662568,0.1293786658,0.1415900389,0.0206046025,0.008013017972,-0.1058442328,0.03604475392,0.2190151321,0.2996763653,0.5124740813,0.7408490499,0.6482139375,0.2967970212,0.1645973894,0.2005838447,0.07248306804,0.03769378132,-0.02645110819,-0.4689639833,-1.132730357,-1.360871336,-1.08812099,-0.5705206553,-0.3341181755,-0.397884549,-0.5093637255,-0.5111748377,-0.514866511,-0.5721009784,-0.6895991219,-0.6964686076,-0.57131265,-0.5408263948,-0.2750310421,-0.07098201381,-0.02414272626,0.06220280859,0.1167802811,0.06734569603,0.05851543215,0.04958582719,0.09652107292,0.0504745086,0.03444611761,0.1151400778,0.2149195459,0.1905793746,0.2069096989,0.138408637,-0.1016366402,-0.1806817267,-0.1306261539,-0.257984172,-0.4979466968,-0.3346424527,-0.2330140326,-0.4267229928,-0.4156723022,-0.3732911004,-0.309681246,-0.2398605559,-0.3384592798,-0.2923282517,-0.380698967,-0.3925654411,-0.1559945477,-0.1481703281,-0.197761525,-0.08198017014,-0.154126909,-0.2664011108,-0.3171725485,-0.3336593946,-0.2263373905,-0.1271220499,-0.1094066991,0.02714340422,-0.00565504498,0.05081659158,-0.053660708,-0.1909439458,-0.1670261542,-0.1072032531,-0.1138273054,-0.1548582554,-0.3163856824,-0.3298725022,-0.2426490042,-0.2552459293,-0.1945055008,-0.2679032962,-0.4734768126,-0.5018655777,-0.5297533989,-0.4616611693,-0.2787731647,-0.1516024669,-0.1492266655,-0.1350394858,-0.02322170999,-0.05368323326,-0.06557428572,-0.05005085998,-0.09464833472,-0.1774508556,-0.1135764784,-0.1581762208,-0.1354052332,0.01949154801,0.03972752094,-0.1001613564,-0.1932246791,-0.2127718184,-0.1485517502,-0.1712399748,-0.2795104716,-0.3294178857,-0.3237298436,-0.346340953,-0.244909562,-0.184123728,-0.1242514398,-0.1969152477,-0.1600455523,-0.1257462184,-0.1652446508,-0.09196561972,-0.2169332133,-0.4924550586,-0.4289955987,-0.2994680087,-0.3246545368,-0.3996763229,-0.2611335648,-0.2558128039,-0.3732469983,-0.3011628999,-0.2620442179,-0.2364225176,-0.2286752144,-0.279932891,-0.3561854468,-0.3559195413,-0.4534450531,-0.4069390085,-0.3328939014,-0.2303752475,-0.1203784466,0.001400793923,0.09687414169,0.07277922895,0.05882239077,0.07023749087,-0.0007345411513,-0.02443696393,0.07621291214,0.08663206895,0.0776017401,-0.06976208952,-0.1482876619,-0.2558659183,-0.262137964,-0.2279185507,-0.3558495733,-0.1991883172,-0.1790415817,-0.3569182396,-0.2447388649,-0.250605313,-0.3808700244,-0.3762434112,-0.2858909395,-0.3905210283,-0.3410591549,-0.2307267984,-0.2833438026,-0.2157112042,0.04464650684,0.07623982959,-0.2273774518,-0.2127423657,-0.2283701314,-0.02152714994,0.0817975892,-0.05582665073,-0.2344751517,-0.3716938761,-0.1424248377,0.09598508411,0.05562429693,-0.07416962518,-0.179686292,-0.242133069,-0.507547209,-0.552974987,-0.4262448629,-0.4950541284,-0.5523051792,-0.3401831733,-0.3844605976,-0.4878882832,-0.4241009288,-0.2852063921,-0.2280105061,-0.1980452326,-0.284727425,-0.2163057433,-0.1831618309,-0.2860787974,-0.2290272978,-0.02780385547,0.02189001507,-0.06830231349,0.01050579813,0.1031592925,0.03327345583,-0.02434108522,-0.03314422237,-0.02052397728,0.03422333399,-0.04438852734,-0.09792025884,-0.05391319063,-0.08331094318,-0.1727890465,-0.2807389842,-0.412356578,-0.326756435,-0.2428606325,-0.3942211734,-0.3962150256,-0.3715425067,-0.2952322748,-0.4057831658,-0.5199590047,-0.3923297352,-0.212901481,
