SGI,Rec No.,Gain,No. Avgs,No. Arts,Time,Chan,Sub. ID,Sub. Ref-1,Sub. Ref-2,Sub. Memo,,Freq(Hz),Level(dB),Atten-A(dB),Phase(deg),Duration(ms),GateTime(ms),..........(),..........(),..........(),..........(),,T1(ms),V1(nv),T2(ms),V2(nv),T3(ms),V3(nv),T4(ms),V4(nv),T5(ms),V5(nv),T6(ms),V6(nv),T7(ms),V7(nv),T8(ms),V8(nv),T9(ms),V9(nv),T10(ms),V10(nv),,Samp. Per.,No. Samps.,O.S. Time,Data(nv)...,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365, 
19,18,1,512,0,1668437963,1,C57_Cage10_FA,tone,50 dB BBN,left,,12000,90,0,90,5,0.5,0,0,0,0,,1.314,407.094,1.725,-360.503,1.971,-33.913,2.218,-929.816,3.286,872.344,3.655,16.063,3.82,-88.338,4.025,-255.839,-1,0,-1,0,,40.96,366,0,,-25.047,-24.895,-22.641,-18.614,-14.172,-11.264,-11.624,-15.903,-23.125,-30.776,-35.558,-34.456,-25.633,-8.782,15.053,43.86,74.979,105.322,131.693,151.359,162.807,166.378,164.451,161.07,161.137,169.437,189.637,223.258,268.643,320.178,368.348,401.175,407.094,378.432,314.077,220.034,107.53,-10.422,-122.257,-219.351,-295.352,-344.444,-360.503,-338.724,-279.71,-193.994,-103.905,-40.288,-33.913,-104.293,-250.545,-448.695,-657.368,-830.142,-929.816,-938.923,-862.68,-724.074,-554.242,-382.766,-231.443,-112.544,-30.126,17.854,38.079,40.999,39.502,46.389,71.04,116.771,180.479,255.023,333.223,411.264,489.574,570.685,655.367,739.318,812.4,860.986,872.344,839.07,761.743,648.995,515.301,377.452,250.809,146.261,68.522,16.063,-17.442,-40.713,-62.273,-88.338,-121.52,-160.458,-200.351,-234.378,-255.839,-260.517,-248.499,-224.646,-197.331,-175.784,-167.004,-173.48,-192.605,-217.994,-242.126,-259.173,-266.825,-266.402,-261.346,-255.028,-249.08,-243.077,-235.48,-225.008,-211.4,-195.091,-176.135,-153.242,-123.754,-84.807,-35.217,22.861,83.398,137.488,175.566,189.946,176.735,136.535,74.02,-3.076,-85.014,-160.995,-220.287,-253.827,-256.207,-227.385,-173.232,-104.45,-34.064,25.621,65.642,81.917,75.529,51.891,19.06,-14.352,-41.111,-56.56,-58.771,-47.858,-24.965,8.494,51.13,101.496,157.861,217.981,278.874,336.662,386.654,423.965,444.705,447.351,433.59,407.975,376.359,343.724,312.461,281.982,249.823,213.636,173.004,130.116,89.007,53.818,27.042,8.656,-3.477,-12.267,-19.939,-27.257,-33.784,-38.9,-42.937,-47.788,-56.706,-73.399,-100.76,-139.681,-188.346,-242.321,-295.537,-341.957,-377.349,-400.439,-412.887,-418.068,-419.193,-417.677,-412.51,-400.925,-380.053,-348.832,-309.278,-266.482,-227.16,-197.247,-179.494,-172.138,-169.342,-163.332,-147.403,-118.498,-78.241,-31.963,13.809,54.228,88.037,117.72,147.917,182.956,224.654,271.346,318.466,360.281,391.904,410.701,416.6,411.394,397.54,377.084,351.124,319.922,283.459,242.125,197.234,151.183,107.194,68.742,38.834,19.326,10.395,10.275,15.422,21.222,23.231,18.58,6.924,-9.574,-27.274,-42.595,-53.287,-58.894,-60.342,-59.091,-56.424,-53.251,-50.386,-48.881,-50.003,-54.705,-62.959,-73.509,-84.371,-93.849,-101.392,-107.678,-113.88,-120.665,-127.698,-134.001,-138.876,-142.657,-146.677,-152.379,-160.101,-168.319,-173.863,-173.103,-163.528,-144.945,-119.658,-91.508,-64.232,-39.989,-18.843,0.585,19.74,38.922,56.954,71.822,81.774,86.198,85.886,82.734,79.158,77.476,79.337,85.239,94.239,104.021,111.45,113.526,108.469,96.482,79.848,62.214,47.334,37.744,33.98,34.637,37.196,39.159,38.957,36.278,31.82,26.702,21.909,18.004,15.18,13.542,13.368,15.128,19.144,25.035,31.27,35.216,33.86,24.989,8.359,-13.764,-37.052,-56.509,-68.329,-71.462,-68.142,-62.998,-61,-65.131,-74.92,-86.607,-94.879,-95.3,-86.214,-69.293,-48.643,-29.048,-14.151,-5.214,-0.749,2.921,10.297,24.804,46.892,72.837,95.043,104.317,93.877,63.614,21.942,-17.498,-44.352,-58.44, 
20,19,1,512,0,1668437988,1,C57_Cage10_FA,tone,50 dB BBN,left,,12000,80,10,90,5,0.5,0,0,0,0,,1.479,389.103,1.889,-441.547,2.177,195.044,2.505,-651.816,3.121,488.781,3.943,12.5,4.148,47,4.6,-271.24,-1,0,-1,0,,40.96,366,0,,-15.661,-24.131,-34.352,-46.125,-58.393,-69.027,-75.406,-75.562,-69.179,-57.845,-44.445,-32.046,-22.835,-17.479,-15.051,-13.475,-10.341,-3.844,6.474,19.526,33.177,45.242,54.479,61.082,66.468,72.599,81.289,93.893,111.426,134.875,165.294,203.367,248.419,297.222,343.301,377.364,389.103,369.898,315.473,227.462,113.316,-15.318,-144.994,-262.682,-357.117,-419.134,-441.547,-419.463,-351.767,-243.711,-109.396,27.812,138.628,195.044,179.183,90.055,-55.241,-226.918,-392.241,-525.233,-612.249,-651.816,-650.248,-616.219,-557.148,-478.33,-383.96,-278.422,-166.716,-53.903,55.785,159.382,254.777,339.646,410.408,461.977,488.781,486.873,456.333,402.83,337.421,274.339,227.362,205.966,212.579,241.895,282.467,319.995,341.267,337.563,306.699,253.272,187.166,120.714,65.32,28.536,12.5,14.078,26.4,40.999,49.862,47,29.499,-2.019,-43.675,-89.547,-133.57,-171.462,-201.761,-225.467,-244.516,-260.02,-271.24,-275.768,-270.644,-253.686,-224.379,-184.107,-135.931,-84.248,-34.426,7.774,37.165,50.425,47.197,30.39,5.421,-21.386,-44.62,-61.183,-70.849,-75.897,-80.02,-86.955,-99.37,-118.369,-143.645,-173.93,-207.302,-241.098,-271.601,-293.909,-302.374,-291.665,-258.135,-200.986,-122.85,-29.623,70.367,167.607,252.786,318.081,358.159,370.856,357.472,322.628,273.549,218.725,166.125,121.451,87.11,62.419,44.98,32.601,24.745,22.767,28.858,44.324,68.158,96.723,124.744,147.218,161.36,167.641,169.391,171.115,176.343,186.027,198.181,208.766,213.268,208.217,192.063,165.278,129.894,88.872,45.651,3.939,-32.432,-59.961,-76.424,-82.042,-80.163,-76.77,-78.67,-91.031,-115.424,-149.34,-187.396,-223.571,-253.397,-275.169,-289.813,-299.742,-307.383,-314.088,-319.764,-323.171,-322.572,-316.422,-303.883,-285.068,-260.946,-232.97,-202.604,-170.96,-138.701,-106.166,-73.602,-41.38,-10.135,19.219,45.685,68.571,87.913,104.692,120.61,137.469,156.391,177.269,198.717,218.553,234.556,245.174,249.863,249.016,243.629,234.974,224.45,213.585,203.947,196.804,192.606,190.587,188.834,184.871,176.524,162.665,143.518,120.47,95.509,70.496,46.564,23.848,1.725,-20.516,-42.905,-64.323,-82.639,-95.41,-100.885,-98.894,-91.299,-81.78,-74.922,-74.771,-83.306,-99.482,-119.365,-137.496,-149.008,-151.562,-146.183,-136.589,-127.393,-122.116,-121.979,-125.818,-130.852,-133.677,-131.081,-120.677,-101.556,-74.962,-44.592,-16.022,4.958,14.587,12.943,4.266,-4.577,-6.954,0.678,17.308,38.055,56.606,68.13,71.173,67.652,61.197,54.938,50.068,45.892,41.15,35.64,31.004,30.128,35.474,47.331,63.075,77.944,86.946,86.936,77.843,62.534,45.547,31.402,23.183,21.79,25.856,32.178,36.578,35.146,25.67,8.763,-11.982,-31.135,-43.57,-46.609,-41.1,-30.878,-20.918,-15.163,-15.04,-19.259,-24.796,-28.447,-28.216,-23.984,-17.323,-10.696,-6.448,-5.998,-9.465,-15.761,-23.043,-29.34,-33.171,-33.948,-32.025,-28.373,-23.998,-19.386,-14.241,-7.693,1.094,12.176,24.296,34.882,40.755,39.465,30.82,17.68,4.962,-3.407,-7.152, 
21,20,1,512,0,1668438013,1,C57_Cage10_FA,tone,50 dB BBN,left,,12000,70,20,90,5,0.5,0,0,0,0,,1.684,180.409,2.095,-397.033,2.464,379.382,2.793,-431.039,3.45,250.512,3.82,-46.428,4.436,198.243,5.093,-300.861,-1,0,-1,0,,40.96,366,0,,-34.855,-40.904,-42.625,-38.875,-30.347,-19.498,-9.857,-4.929,-6.991,-16.149,-29.985,-44.017,-52.966,-52.481,-40.732,-19.151,8.073,35.594,58.868,75.565,85.879,91.809,95.993,100.673,107.026,114.764,121.923,125.06,120.165,104.266,77.144,42.291,6.45,-22.202,-36.471,-32.194,-9.224,28.737,75.084,121.535,159.343,180.409,178.357,149.522,93.751,14.805,-79.794,-179.538,-272.264,-345.819,-389.802,-397.033,-364.512,-293.747,-190.564,-64.659,70.854,200.016,305.171,369.271,379.382,330.552,228.42,89.02,-64.713,-208.698,-323.546,-398.303,-431.039,-426.774,-394.22,-342.836,-280.952,-214.938,-149.038,-85.619,-25.697,30.332,82.045,128.693,169.304,202.911,228.56,245.017,250.512,242.997,221.091,185.318,138.883,87.429,37.787,-3.693,-32.481,-46.428,-45.582,-31.647,-7.457,23.402,56.974,89.48,118.014,141.086,158.698,171.871,181.87,189.553,195.099,198.157,198.243,195.171,189.272,181.208,171.282,158.528,140.187,112.224,71.025,15.613,-50.854,-121.326,-186.948,-240.002,-276.234,-295.52,-300.861,-296.572,-286.691,-274.152,-260.647,-246.786,-232.275,-216.104,-196.849,-173.163,-144.348,-110.846,-74.436,-38.016,-4.941,21.933,41.113,52.814,58.52,59.918,57.754,51.249,38.479,17.612,-11.577,-46.677,-82.692,-113.251,-132.541,-137.167,-127.173,-105.816,-78.218,-49.495,-23.176,-0.507,19.212,37.629,56.306,76.154,97.452,120.205,144.384,169.802,195.646,220.034,240.059,252.511,255.053,247.241,230.779,208.794,184.546,160.293,136.94,114.534,93.178,73.687,57.547,46.219,40.241,38.735,39.666,40.688,40.082,37.222,32.406,26.308,19.464,11.996,3.497,-7.089,-21.526,-41.968,-70.098,-105.96,-147.156,-189.059,-226.146,-253.852,-269.97,-274.895,-270.711,-259.774,-243.692,-223.192,-198.765,-171.437,-143.014,-115.559,-90.462,-67.809,-46.546,-25.431,-4.158,16.095,33.073,44.598,49.812,49.808,47.341,45.77,47.768,54.374,64.731,76.551,87.042,93.958,96.42,95.214,92.418,90.4,90.57,92.473,93.828,91.682,84.151,71.763,57.459,45.073,37.089,33.034,29.607,22.662,9.981,-6.78,-22.276,-29.865,-25.003,-7.774,16.844,41.095,57.753,62.873,56.741,42.86,25.801,9.167,-5.443,-18.224,-30.149,-41.83,-52.869,-61.903,-67.164,-67.151,-61.061,-48.901,-31.424,-10.077,12.971,34.872,52.374,62.4,62.806,53.023,34.324,9.597,-17.301,-42.331,-61.99,-73.801,-76.608,-70.683,-57.688,-40.447,-22.521,-7.59,1.313,2.621,-3.202,-13.677,-25.114,-33.996,-38.289,-38.006,-34.701,-30.254,-25.682,-20.692,-14.177,-5.238,5.946,17.971,28.817,36.771,41.091,42.098,40.811,38.463,36.179,34.824,34.885,36.288,38.248,39.358,38.011,33.062,24.424,13.28,1.766,-7.741,-13.405,-14.46,-11.339,-5.489,0.981,5.7,6.526,2.105,-7.621,-21.237,-36.214,-49.726,-59.518,-64.37,-63.956,-58.307,-47.386,-31.136,-10.04,14.216,38.489,58.679,70.928,72.993,65.119,49.927,31.362,13.24,-1.861,-12.894,-19.896,-23.264,-23.33,-20.445,-15.354,-9.391,-4.177,-0.914,0.201,-0.114, 
22,21,1,512,0,1668438037,1,C57_Cage10_FA,tone,50 dB BBN,left,,12000,60,30,90,5,0.5,0,0,0,0,,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,,40.96,366,0,,-66.537,-68.702,-59.821,-43.049,-24.175,-8.684,0.42,3.059,1.14,-2.769,-6.302,-7.565,-5.142,1.754,12.946,27.035,41.522,53.39,59.951,59.672,52.727,41.121,28.295,18.216,14.123,17.336,26.675,38.828,49.615,55.585,55.201,49.088,39.385,28.676,19.102,11.94,7.577,5.635,5.081,4.451,2.287,-2.237,-8.794,-15.876,-21.377,-23.619,-22.327,-19.084,-17.003,-19.676,-29.791,-47.914,-71.95,-97.579,-119.579,-133.576,-137.461,-131.826,-119.199,-102.483,-83.38,-61.63,-35.439,-2.888,36.373,79.946,122.628,157.63,178.674,182.187,168.64,142.361,109.815,77.108,47.941,23.017,1.109,-19.038,-37.216,-51.608,-59.912,-60.875,-55.183,-45.228,-34.027,-24.036,-16.524,-11.7,-9.303,-9.172,-11.438,-16.303,-23.633,-32.648,-41.89,-49.504,-53.749,-53.562,-48.98,-41.263,-32.634,-25.623,-22.155,-22.645,-25.499,-27.364,-24.205,-12.867,7.525,34.995,65.25,93.106,114.165,126.037,128.65,123.677,113.498,100.31,85.767,71.126,57.537,46.042,37.168,30.404,24.045,15.719,3.476,-13.124,-32.527,-51.647,-67.065,-76.386,-79.091,-76.555,-71.363,-66.364,-63.894,-65.343,-70.938,-79.613,-88.992,-95.773,-96.694,-89.89,-75.942,-57.914,-40.095,-26.051,-17.002,-11.44,-6.11,2.227,15.186,32.045,50.136,66.076,77.214,82.647,83.411,81.861,80.596,81.444,84.825,89.625,93.568,94.001,88.913,77.827,62.127,44.524,27.819,13.582,1.493,-10.223,-23.5,-39.043,-55.655,-70.649,-81.054,-84.936,-82.148,-74.254,-63.784,-53.293,-44.633,-38.64,-35.186,-33.499,-32.632,-31.977,-31.622,-32.31,-34.92,-39.689,-45.692,-50.966,-53.333,-51.462,-45.557,-37.203,-28.447,-20.606,-13.421,-5.005,7.373,25.97,51.236,81.041,110.861,134.965,148.201,147.701,133.819,109.935,81.254,53.117,29.525,12.424,1.898,-3.041,-3.663,-1.2,2.973,7.044,8.882,6.715,0.019,-9.992,-20.71,-29.212,-33.529,-33.416,-30.236,-26.069,-22.611,-20.507,-19.435,-18.763,-18.273,-18.432,-20.061,-23.669,-28.875,-34.31,-38.037,-38.3,-34.249,-26.294,-15.958,-5.268,4.003,10.911,15.432,18.034,18.997,17.894,13.629,5.133,-7.611,-22.845,-37.192,-46.829,-49.174,-44.177,-34.439,-23.974,-16.254,-12.568,-11.614,-10.52,-6.677,0.697,10.091,18.522,23.116,22.605,18.093,12.794,10.874,15.811,28.841,48.128,69.062,85.675,92.642,87.119,69.682,44.072,15.882,-9.271,-27.406,-37.087,-39.313,-36.558,-31.509,-26.121,-21.38,-17.68,-15.384,-15.098,-17.509,-22.956,-31.074,-40.74,-50.305,-57.929,-61.841,-60.49,-52.731,-38.197,-17.777,6.114,29.87,49.672,62.716,68.069,66.724,60.942,53.294,45.897,40.035,36.096,33.694,31.889,29.51,25.573,19.637,11.93,3.204,-5.6,-13.639,-20.251,-24.876,-26.978,-26.162,-22.488,-16.763,-10.525,-5.621,-3.534,-4.802,-8.835,-14.227,-19.423,-23.428,-26.213,-28.56,-31.385,-34.869,-37.947,-38.561,-34.634,-25.239,-11.248,4.954,20.481,33.034,41.382,45.106,44.027,37.986,27.289,13.368,-1.288,-14.529,-26.082, 
23,22,1,512,0,1668438062,1,C57_Cage10_FA,tone,50 dB BBN,left,,12000,50,40,90,5,0.5,0,0,0,0,,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,,40.96,366,0,,11.924,12.5,11.431,7.015,-2.606,-18.653,-40.737,-66.315,-91.107,-110.485,-121.207,-122.575,-116.365,-105.589,-92.83,-79.123,-63.941,-46.147,-25.225,-2.084,20.969,40.974,55.428,63.278,65.433,64.542,64.031,66.713,73.511,82.902,91.421,95.086,91.181,79.547,62.764,45.03,30.237,20.148,13.654,7.585,-1.26,-13.907,-28.021,-38.517,-39.794,-28.56,-5.865,22.761,49.219,65.981,69.004,59.081,41.056,21.412,5.435,-4.747,-10.517,-15.588,-23.995,-38.136,-57.606,-79.154,-97.724,-108.185,-107.137,-94.098,-71.644,-44.451,-17.741,4.222,19,26.069,26.336,21.477,13.417,4.031,-5.007,-12.371,-17.273,-19.634,-20.088,-19.746,-19.761,-20.884,-23.206,-26.212,-29.093,-31.108,-31.817,-31.038,-28.628,-24.243,-17.281,-7.082,6.66,23.458,41.768,59.141,72.889,81.107,83.58,81.977,79.055,77.164,76.909,76.816,74.273,67.183,55.301,40.431,25.402,12.557,2.71,-4.818,-11.288,-17.49,-23.28,-27.913,-30.795,-32.039,-32.445,-32.962,-34.022,-35.16,-35.144,-32.568,-26.625,-17.703,-7.515,1.363,6.388,6.061,0.588,-8.118,-17.181,-23.984,-27.326,-27.967,-28.224,-30.778,-37.269,-47.373,-58.812,-68.225,-72.477,-69.828,-60.573,-46.999,-32.66,-21.162,-14.75,-13.218,-13.746,-11.967,-4.012,11.413,32.048,52.828,68.078,74.031,70.401,60.277,48.52,39.558,35.67,36.517,39.97,43.646,46.234,47.885,49.555,51.87,54.324,55.396,53.459,47.836,39.257,29.474,20.34,12.98,7.491,3.213,-0.73,-5.019,-10.049,-16.12,-23.643,-33.068,-44.483,-57.101,-69.062,-77.827,-81.107,-77.88,-68.984,-56.947,-45.131,-36.555,-32.887,-33.954,-37.851,-41.538,-41.682,-35.582,-22.014,-1.836,21.939,44.855,62.433,71.81,72.806,67.834,60.664,54.683,51.54,50.725,50.056,46.651,37.952,22.583,0.986,-24.281,-48.858,-67.665,-76.596,-74.166,-62.302,-45.731,-30.121,-19.792,-16.094,-17.216,-19.447,-19.156,-14.446,-5.716,4.932,14.918,22.283,26.188,26.806,24.95,21.747,18.475,16.408,16.567,19.365,24.319,30.001,34.317,35.063,30.581,20.299,4.988,-13.323,-31.687,-46.756,-55.404,-55.467,-46.493,-30.206,-10.336,8.372,21.665,27.162,24.977,17.342,7.545,-1.249,-6.82,-8.2,-5.578,0.032,7.214,14.565,20.993,25.786,28.479,28.67,25.997,20.362,12.294,3.16,-4.99,-9.979,-10.25,-5.454,3.408,14.327,24.947,33.223,37.851,38.353,34.9,27.989,18.145,5.785,-8.659,-24.398,-39.939,-53.043,-61.16,-62.246,-55.619,-42.429,-25.521,-8.733,4.135,10.311,8.725,0.198,-12.887,-27.286,-39.797,-48.095,-51.221,-49.527,-44.109,-36.041,-25.86,-13.597,0.709,16.387,31.83,44.75,52.865,54.714,50.207,40.681,28.475,16.231,6.203,-0.197,-2.538,-1.257,2.569,7.521,12.177,15.504,17.182,17.665,17.799,18.14,18.358,17.231,13.381,6.386,-2.484,-10.528,-14.882,-14.117,-9.21,-3.254,0.004,-1.936,-9,-18.483,-26.324,-29.079,-25.552,-17.195,-7.018,2.319,9.944,16.646,23.503, 
24,23,1,512,0,1668438087,1,C57_Cage10_FA,tone,50 dB BBN,left,,12000,40,50,90,5,0.5,0,0,0,0,,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,,40.96,366,0,,-2.267,-1.695,0.77,2.908,2.159,-3.069,-12.639,-24.814,-37.07,-47.082,-53.386,-55.524,-53.792,-48.887,-41.754,-33.658,-26.305,-21.674,-21.424,-26.039,-34.215,-42.996,-48.834,-49.157,-43.58,-33.999,-23.466,-14.503,-7.854,-2.361,4.11,13.34,25.797,40.427,55.119,67.422,75.177,76.955,72.402,62.531,49.774,37.485,28.868,25.761,27.933,33.354,39.233,43.173,43.799,40.71,34.092,24.502,13.028,1.544,-7.394,-11.303,-8.9,-0.972,9.684,19.342,24.944,25.302,21.269,14.876,8.087,1.961,-3.363,-8.08,-12.176,-15.427,-17.931,-20.619,-25.153,-33.065,-44.63,-58.247,-70.822,-79.029,-80.765,-76.038,-66.869,-56.395,-47.713,-43.049,-43.434,-48.69,-57.436,-67.052,-73.835,-73.689,-63.371,-41.887,-11.395,22.987,54.534,77.005,86.65,83.373,70.622,54.146,40.067,32.953,34.484,43.135,54.97,65.252,70.228,68.363,60.53,49.145,36.767,24.918,13.747,2.632,-8.742,-19.575,-27.961,-31.722,-29.566,-21.956,-11.247,-1.066,4.856,4.045,-3.623,-15.553,-27.101,-33.202,-30.365,-18.129,0.696,21.13,37.888,47.158,47.602,40.334,28.105,14.143,1.107,-9.53,-17.576,-23.744,-29.026,-34.062,-38.749,-42.242,-43.366,-41.243,-35.843,-28.154,-19.869,-12.739,-7.94,-5.727,-5.483,-6.008,-5.882,-3.782,1.219,9.341,19.782,30.572,38.808,41.439,36.481,24.218,7.685,-8.079,-17.894,-18.609,-10.471,3.007,16.576,25.348,26.5,19.986,8.204,-5.079,-16.082,-22.243,-22.936,-19.416,-13.989,-8.761,-4.622,-1.042,3.158,8.571,14.298,18.037,17.181,10.291,-1.947,-16.838,-30.796,-40.787,-45.3,-44.42,-39.179,-30.769,-20.139,-8.128,4.174,15.252,23.371,27.053,25.541,19.092,9.075,-2.062,-11.076,-14.604,-10.272,2.148,20.128,38.855,52.728,57.306,50.81,34.568,12.365,-10.831,-30.119,-41.541,-42.606,-32.696,-13.444,11.161,35.384,53.234,60.452,56.167,43.348,27.684,15.292,10.245,13.036,20.713,28.563,32.445,30.534,23.596,13.845,3.244,-7.627,-19.512,-33.427,-49.414,-65.943,-80.319,-89.829,-92.962,-90.007,-82.701,-73.132,-62.549,-50.805,-36.817,-19.786,-0.42,18.682,33.838,41.92,41.908,35.429,25.955,17.129,11.254,8.779,8.925,10.779,13.933,18.234,22.983,26.428,26.142,20.187,8.35,-7.365,-23.324,-35.629,-41.504,-40.063,-32.216,-19.992,-5.797,8.046,19.497,26.972,29.71,28.227,24.508,21.583,22.45,28.7,39.515,51.656,60.624,62.557,55.947,42.315,25.526,10.21,0.115,-2.886,1.061,10.184,21.636,31.987,37.728,35.948,25.149,5.948,-18.773,-44.499,-66.417,-80.943,-86.736,-84.721,-77.148,-66.278,-53.501,-39.391,-24.511,-10.276,0.914,6.508,5.18,-2.144,-12.295,-21.053,-24.952,-22.764,-15.901,-7.493,-0.655,3.129,4.617,6.066,9.585,15.578,22.279,26.727,26.642,22.05,15.588,11.22,12.062,18.56,28.046,35.943,37.955,32.165,20.057,6.029,-4.386,-6.924,-0.704,10.854,20.989,22.533,11.795,-8.748,-31.487,-49.117,-60.06, 
25,24,1,512,0,1668438112,1,C57_Cage10_FA,tone,50 dB BBN,left,,12000,30,60,90,5,0.5,0,0,0,0,,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,,40.96,366,0,,-23.534,-38.765,-49.496,-53.364,-49.996,-40.748,-27.881,-13.635,0.436,13.646,25.897,37.158,47.031,54.714,59.345,60.505,58.496,54.214,48.723,42.825,36.908,31.07,25.336,19.767,14.406,9.151,3.653,-2.729,-10.906,-21.893,-36.413,-54.306,-74.03,-92.643,-106.49,-112.446,-109.214,-98.005,-82.192,-65.944,-52.454,-42.646,-35.089,-27.187,-16.928,-4.179,9.207,20.395,27.005,28.151,24.637,18.456,12.077,7.928,8.175,14.56,27.995,47.847,71.257,93.103,107.097,107.964,93.867,67.833,37.192,11.005,-3.487,-3.732,7.263,22.413,33.596,34.827,24.223,4.122,-20.375,-43.546,-60.883,-70.031,-70.804,-64.594,-53.584,-40.012,-25.624,-11.403,2.403,15.967,29.418,42.405,53.92,62.533,66.983,66.866,62.984,57.057,50.85,45.164,39.3,31.354,19.278,2.182,-18.747,-40.204,-57.684,-67.059,-66.195,-55.939,-40.017,-23.852,-12.735,-10.1,-16.569,-30.062,-46.824,-62.822,-74.95,-81.647,-82.879,-79.682,-73.581,-66.07,-58.271,-50.765,-43.576,-36.32,-28.443,-19.505,-9.379,1.649,12.925,23.579,32.77,39.979,45.229,49.094,52.391,55.676,58.825,60.991,61.034,58.174,52.459,44.751,36.254,27.894,19.976,12.309,4.727,-2.346,-7.656,-9.448,-6.249,2.246,14.698,28.376,40.123,47.596,50.163,48.953,46.025,43.125,40.78,38.286,34.558,29.223,23.112,17.751,14.161,11.824,8.643,2.045,-9.349,-24.49,-39.856,-50.721,-53.193,-46.074,-31.716,-15.402,-3.465,-0.884,-9.368,-26.743,-47.891,-66.76,-78.549,-81.108,-75.106,-63.134,-48.439,-33.981,-22.111,-14.64,-12.797,-16.8,-25.215,-34.719,-40.738,-39.001,-27.354,-6.937,17.94,41.215,57.111,61.927,54.98,38.539,16.984,-4.452,-21.014,-29.508,-28.87,-20.118,-5.799,10.761,26.073,36.94,40.901,36.874,25.879,11.333,-1.605,-7.735,-3.971,9.09,27.006,42.954,50.259,45.027,27.851,3.924,-18.593,-31.441,-29.367,-12.249,14.671,42.625,62.598,68.708,60.278,41.678,20.052,2.063,-8.721,-12.596,-12.507,-11.805,-12.329,-13.742,-14.179,-11.605,-5.073,4.625,15.101,23.13,25.749,21.285,9.988,-5.941,-22.912,-36.925,-44.68,-44.503,-36.804,-23.928,-9.461,2.746,9.545,9.246,2.039,-10.013,-23.522,-34.836,-41.327,-42.348,-39.354,-35.038,-31.93,-31.152,-31.994,-32.451,-30.401,-24.782,-16.171,-6.515,1.843,7.319,9.836,10.758,12.046,15.087,19.888,25.1,28.863,29.893,28.138,24.592,20.542,16.822,13.594,10.684,8.093,6.227,5.692,6.828,9.361,12.402,14.825,15.779,15.07,13.197,11.009,9.195,7.891,6.677,5.001,2.771,0.741,0.372,3.134,9.557,18.542,27.378,32.61,31.443,23.049,9.108,-6.76,-20.472,-29.179,-32.333,-31.587,-29.604,-28.49,-28.76,-29.415,-28.96,-26.622,-22.882,-19.024,-16.085,-14.015,-11.667,-7.593,-1.051,7.453,16.397,24.023,29.103,31.235,30.6,27.487,22.027,14.335,4.903,-5.162,-14.333,-21.186,-24.845,-25.024,-21.73,-15.089,-5.668,4.944,14.192,19.988,22.379, 
